TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1611661319,2026,10,Jackie Young,Jackie,jackie-young,0,G,6-0,165,"SEP 16, 1997",28.0,7,Notre Dame,1629498,#1 Pick in 2019 Draft,0
1611661319,2026,10,Kierstan Bell,Kierstan,kierstan-bell,1,F,6-1,176,"MAR 16, 2000",26.0,4,Florida Gulf Coast,1631006,#11 Pick in 2022 Draft,0
1611661319,2026,10,NaLyssa Smith,NaLyssa,nalyssa-smith,3,F,6-4,185,"AUG 08, 2000",26.0,4,Baylor,1631019,Traded from DAL on 06/30/25,0
1611661319,2026,10,Ta'Niya Latson,Ta'Niya,taniya-latson,5,G,5-8,,"DEC 26, 2003",22.0,R,South Carolina,1643444,Signed on 07/08/26,1
1611661319,2026,10,Stephanie Talbot,Stephanie,stephanie-talbot,7,F,6-2,192,"JUN 15, 1994",32.0,7,Adelaide,203855,Signed on 04/12/26,0
1611661319,2026,10,Dana Evans,Dana,dana-evans,11,G,5-6,145,"AUG 01, 1998",28.0,5,Louisville,1630389,Traded from CHI on 02/07/25,0
1611661319,2026,10,Chelsea Gray,Chelsea,chelsea-gray,12,G,5-11,170,"OCT 08, 1992",33.0,11,Duke,203833,Signed on 02/02/21,0
1611661319,2026,10,Justine Pissott,Justine,justine-pissott,13,G-F,6-4,175,"FEB 04, 2004",22.0,R,Vanderbilt,1643495,Signed on 07/07/26,0
1611661319,2026,10,Mai Yamamoto,Mai,mai-yamamoto,18,G,5-5,,"OCT 23, 1999",26.0,R,,1642769,Signed on 07/17/26,0
1611661319,2026,10,Brianna Turner,Brianna,brianna-turner,21,F-C,6-3,175,"JUL 05, 1996",30.0,7,Notre Dame,1629488,Signed on 04/13/26,0
1611661319,2026,10,A'ja Wilson,A'ja,aja-wilson,22,C,6-4,195,"AUG 08, 1996",30.0,8,South Carolina,1628932,#1 Pick in 2018 Draft,0
1611661319,2026,10,Jewell Loyd,Jewell,jewell-loyd,24,G,5-11,175,"OCT 05, 1993",32.0,11,Notre Dame,204319,Traded from SEA on 02/01/25,0
1611661319,2026,10,Cheyenne Parker-Tyus,Cheyenne,cheyenne-parker-tyus,32,F,6-4,193,"AUG 22, 1992",33.0,11,Middle Tennessee,204323,Signed on 02/05/25,0
