gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0022501004,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (8:11 PM EST),period,start,1,0,1
0022501004,4,PT12M00.00S,1,1610612750,MIN,203497,Gobert,R. Gobert,0,0,0,,0,,,0,h,Jump Ball Gobert vs. Filipowski: Tip to DiVincenzo,Jump Ball,,1,0,2
0022501004,7,PT11M46.00S,1,1610612750,MIN,203497,Gobert,R. Gobert,2,17,2,Made,1,2,0,2,h,Gobert 2' Cutting Finger Roll Layup Shot (2 PTS) (DiVincenzo 1 AST),Made Shot,Cutting Finger Roll Layup Shot,1,2,3
0022501004,9,PT11M27.00S,1,1610612762,UTA,1642846,Bailey,A. Bailey,16,252,25,Missed,1,,,0,v,MISS Bailey 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,4
0022501004,10,PT11M24.00S,1,1610612750,MIN,1628978,DiVincenzo,D. DiVincenzo,0,0,0,,0,,,0,h,DiVincenzo REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,5
0022501004,11,PT11M13.00S,1,1610612750,MIN,203497,Gobert,R. Gobert,0,0,0,,0,,,0,h,Gobert Out of Bounds Lost Ball Turnover (P1.T1),Turnover,Out of Bounds Lost Ball Turnover,1,0,6
0022501004,12,PT11M00.00S,1,1610612762,UTA,1642268,Collier,I. Collier,25,126,13,Made,1,2,2,4,v,Collier 13' Pullup Jump Shot (2 PTS) (Filipowski 1 AST),Made Shot,Pullup Jump shot,1,2,7
0022501004,14,PT10M43.00S,1,1610612750,MIN,203944,Randle,J. Randle,50,160,17,Made,1,4,2,6,h,Randle 17' Pullup Jump Shot (2 PTS) (Dosunmu 1 AST),Made Shot,Pullup Jump shot,1,2,8
0022501004,16,PT10M30.00S,1,1610612762,UTA,1641729,Sensabaugh,B. Sensabaugh,-185,163,25,Made,1,4,5,9,v,Sensabaugh 25' 3PT Pullup Jump Shot (3 PTS) (Filipowski 2 AST),Made Shot,Pullup Jump shot,1,3,9
0022501004,18,PT10M12.00S,1,1610612750,MIN,203944,Randle,J. Randle,-228,-13,0,Missed,1,,,0,h,MISS Randle 3PT Jump Shot,Missed Shot,Jump Shot,1,3,10
0022501004,19,PT10M10.00S,1,1610612762,UTA,1641729,Sensabaugh,B. Sensabaugh,0,0,0,,0,,,0,v,Sensabaugh REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,11
0022501004,20,PT10M04.00S,1,1610612762,UTA,1642846,Bailey,A. Bailey,99,230,25,Made,1,4,8,12,v,Bailey 25' 3PT Jump Shot (3 PTS) (Collier 1 AST),Made Shot,Jump Shot,1,3,12
0022501004,22,PT09M53.00S,1,1610612750,MIN,1630245,Dosunmu,A. Dosunmu,18,249,25,Made,1,7,8,15,h,Dosunmu 25' 3PT Jump Shot (3 PTS) (Randle 1 AST),Made Shot,Jump Shot,1,3,13
0022501004,24,PT09M39.00S,1,1610612762,UTA,1641729,Sensabaugh,B. Sensabaugh,138,218,26,Made,1,7,11,18,v,Sensabaugh 26' 3PT Jump Shot (6 PTS) (Collier 2 AST),Made Shot,Jump Shot,1,3,14
0022501004,26,PT09M25.00S,1,1610612750,MIN,203944,Randle,J. Randle,-5,75,8,Made,1,9,11,20,h,Randle 8' Driving Floating Jump Shot (4 PTS),Made Shot,Driving Floating Jump Shot,1,2,15
0022501004,27,PT09M25.00S,1,0,,1610612762,,,0,0,0,,0,,,0,v,Jazz Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0,0,16
0022501004,28,PT09M19.00S,1,1610612750,MIN,1628978,DiVincenzo,D. DiVincenzo,0,0,0,,0,,,0,h,DiVincenzo P.FOUL (P1.T1) (T.Maddox),Foul,Personal,1,0,17
0022501004,30,PT09M14.00S,1,1610612762,UTA,1642268,Collier,I. Collier,0,0,0,,0,,,0,v,Collier Out of Bounds - Bad Pass Turnover Turnover (P1.T1),Turnover,Out of Bounds - Bad Pass Turnover,1,0,18
0022501004,31,PT09M03.00S,1,1610612750,MIN,1628978,DiVincenzo,D. DiVincenzo,0,0,0,,0,,,0,h,DiVincenzo Bad Pass Turnover (P1.T2),Turnover,Bad Pass,1,0,19
0022501004,31,PT09M03.00S,1,1610612762,UTA,1642271,Filipowski,K. Filipowski,0,0,0,,0,,,0,v,Filipowski STEAL (1 STL),,,1,0,20
0022501004,33,PT08M50.00S,1,1610612762,UTA,1641729,Sensabaugh,B. Sensabaugh,-173,189,26,Missed,1,,,0,v,MISS Sensabaugh 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,21
