TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1611661321,2026,10,Sug Sutton,Sug,sug-sutton,0,G,5-8,140,"DEC 17, 1998",27.0,4,Texas-Austin,1630134,Signed on 06/14/26,0
1611661321,2026,10,Odyssey Sims,Odyssey,odyssey-sims,1,G,5-8,155,"JUL 13, 1992",34.0,12,Baylor,203824,Signed on 04/16/26,0
1611661321,2026,10,Paige Bueckers,Paige,paige-bueckers,5,G,6-0,,"OCT 20, 2001",24.0,1,Connecticut,1642784,#1 Pick in 2025 Draft,0
1611661321,2026,10,Costanza Verona,Costanza,costanza-verona,6,G,5-6,,"AUG 06, 1999",27.0,R,,1643424,Signed on 04/12/26,1
1611661321,2026,10,Alysha Clark,Alysha,alysha-clark,7,F,5-11,167,"JUL 07, 1987",39.0,13,Middle Tennessee,202252,Signed on 04/14/26,0
1611661321,2026,10,Alanna Smith,Alanna,alanna-smith,8,F,6-4,177,"SEP 10, 1996",29.0,7,Stanford,1629501,Signed on 04/11/26,0
1611661321,2026,10,Aziaha James,Aziaha,aziaha-james,10,G,5-10,,"NOV 19, 2002",23.0,1,North Carolina State,1642793,#12 Pick in 2025 Draft,0
1611661321,2026,10,Maddy Siegrist,Maddy,maddy-siegrist,20,F,6-2,175,"MAY 22, 2000",26.0,3,Villanova,1641652,#3 Pick in 2023 Draft,0
1611661321,2026,10,Arike Ogunbowale,Arike,arike-ogunbowale,24,G,5-8,165,"MAR 02, 1997",29.0,7,Notre Dame,1629481,#5 Pick in 2019 Draft,0
1611661321,2026,10,Li Yueru,Li,li-yueru,28,C,6-7,,"MAR 28, 1999",27.0,3,                                   ,1629574,Traded from SEA on 06/14/25,0
1611661321,2026,10,Haley Jones,Haley,haley-jones,30,F-G,6-1,202,"MAY 23, 2001",25.0,3,Stanford,1641650,Signed on 06/21/26,1
1611661321,2026,10,Jessica Shepard,Jessica,jessica-shepard,32,F,6-4,175,"SEP 11, 1996",29.0,5,Notre Dame,1629491,Signed on 04/11/26,0
1611661321,2026,10,Awak Kuier,Awak,awak-kuier,34,F,6-6,168,"AUG 19, 2001",24.0,3,Ragusa,1630386,#2 Pick in 2021 Draft,0
1611661321,2026,10,Azzi Fudd,Azzi,azzi-fudd,35,G,5-11,,"NOV 11, 2002",23.0,R,Connecticut,1643425,#1 Pick in 2026 Draft,0
