gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
1022600173,2,PT10M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:04 PM EST),period,start,1,0,1
1022600173,4,PT10M00.00S,1,1611661321,DAL,1630386,Kuier,A. Kuier,0,0,0,,0,,,0,h,Jump Ball Kuier vs. Cardoso: Tip to Shepard,Jump Ball,,1,0,2
1022600173,7,PT09M55.00S,1,1611661321,DAL,1629491,Shepard,J. Shepard,0,0,0,,0,,,0,h,Shepard Out of Bounds Lost Ball Turnover (P1.T1),Turnover,Out of Bounds Lost Ball Turnover,1,0,3
1022600173,8,PT09M42.00S,1,1611661329,CHI,202664,Vandersloot,C. Vandersloot,0,0,0,Made,1,0,2,2,v,Vandersloot Driving Reverse Layup (2 PTS),Made Shot,Driving Reverse Layup Shot,1,2,4
1022600173,9,PT09M25.00S,1,1611661321,DAL,1629481,Ogunbowale,A. Ogunbowale,104,78,13,Missed,1,,,0,h,MISS Ogunbowale 13' Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,2,5
1022600173,10,PT09M23.00S,1,1611661329,CHI,1628922,Stevens,A. Stevens,0,0,0,,0,,,0,v,Stevens REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,6
1022600173,11,PT09M13.00S,1,1611661329,CHI,1628922,Stevens,A. Stevens,-177,140,0,Missed,1,,,0,v,MISS Stevens 3PT Jump Shot,Missed Shot,Jump Shot,1,3,7
1022600173,12,PT09M11.00S,1,1611661321,DAL,1629491,Shepard,J. Shepard,0,0,0,,0,,,0,h,Shepard REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,8
1022600173,13,PT09M01.00S,1,1611661321,DAL,1642784,Bueckers,P. Bueckers,-118,238,27,Missed,1,,,0,h,MISS Bueckers 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,9
1022600173,14,PT08M58.00S,1,1611661329,CHI,1628922,Stevens,A. Stevens,0,0,0,,0,,,0,v,Stevens REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,10
1022600173,15,PT08M46.00S,1,1611661329,CHI,1642289,Cardoso,K. Cardoso,18,2,2,Made,1,0,4,4,v,Cardoso 2' Driving Reverse Layup (2 PTS) (Vandersloot 1 AST),Made Shot,Driving Reverse Layup Shot,1,2,11
1022600173,17,PT08M28.00S,1,1611661321,DAL,1643425,Fudd,A. Fudd,-5,183,18,Missed,1,,,0,h,MISS Fudd 18' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,12
